date,ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB),AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB),AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB),AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB),AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ),BURSA-C20: CW BURSA MALAYSIA BERHAD (MACQ),BURSA-C21: CW BURSA MALAYSIA BERHAD (RHB),BURSA-C22: CW BURSA MALAYSIA BERHAD (MACQ),BURSA-C23: CW BURSA MALAYSIA BERHAD (CIMB),CIMB-C40: CW CIMB GROUP HOLDINGS BERHAD (MACQ),CIMB-C41: CW CIMB GROUP HOLDINGS BERHAD (MIBB),CIMB-C42: CW CIMB GROUP HOLDINGS BERHAD (MIBB),CIMB-C43: CW CIMB GROUP HOLDINGS BERHAD (MACQ),CIMB-C44: CW CIMB GROUP HOLDINGS BERHAD (KIBB),CIMB-C45: CW CIMB GROUP HOLDINGS BERHAD (MACQ),CIMB-C46: CW CIMB GROUP HOLDINGS BERHAD (RHB),CIMB-C47: CW CIMB GROUP HOLDINGS BERHAD (AM),HLBANK-CN: CW HONG LEONG BANK BERHAD (CIMB),HLBANK-CO: CW HONG LEONG BANK BERHAD (RHB),MAYBANKC43: CW MALAYAN BANKING BERHAD (CIMB),MAYBANKC44: CW MALAYAN BANKING BERHAD (MACQ),MAYBANKC45: CW MALAYAN BANKING BERHAD (AM),MAYBANKC46: CW MALAYAN BANKING BERHAD (CIMB),MAYBANKC47: CW MALAYAN BANKING BERHAD (RHB),MAYBANKC48: CW MALAYAN BANKING BERHAD (MACQ),MAYBANKC49: CW MALAYAN BANKING BERHAD (MACQ),MAYBANKC50: CW MALAYAN BANKING BERHAD (RHB),MAYBANKC51: CW MALAYAN BANKING BERHAD (KIBB),MAYBANKC52: CW MALAYAN BANKING BERHAD (CIMB),MAYBANKC53: CW MALAYAN BANKING BERHAD (AM),MBSB-C15: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),MBSB-C16: CW MALAYSIA BUILDING SOCIETY BERHAD (MIBB),MBSB-C17: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),MBSB-C18: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),MBSB-C19: CW MALAYSIA BUILDING SOCIETY BERHAD (KIBB),MBSB-C20: CW MALAYSIA BUILDING SOCIETY BERHAD (MACQ),MBSB-C21: CW MALAYSIA BUILDING SOCIETY BERHAD (CIMB),PBBANK-C26: CW PUBLIC BANK BERHAD (MACQ),PBBANK-C27: CW PUBLIC BANK BERHAD (CIMB),PBBANK-C28: CW PUBLIC BANK BERHAD (MIBB),PBBANK-C29: CW PUBLIC BANK BERHAD (KIBB),PBBANK-C30: CW PUBLIC BANK BERHAD (RHB),PBBANK-C31: CW PUBLIC BANK BERHAD (MACQ),RHBBANKC10: CW RHB BANK BERHAD (MIBB),RHBBANKC11: CW RHB BANK BERHAD (AM),RHBBANKC12: CW RHB BANK BERHAD (MACQ),RHBBANKC13: CW RHB BANK BERHAD (CIMB),RHBBANKC14: CW RHB BANK BERHAD (KIBB),TAKAFUL-CC: CW SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD (CIMB),TAKAFUL-CD: CW SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD (MIBB)
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.11764705882352952,0.0,-0.10000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,-0.11764705882352952,0.0,0.0,-0.07407407407407414,0.06666666666666674,0.0,0.0,1.0,0.0,0.0,-0.0833333333333333,0.0,0.0,0.11111111111111124,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031250000000000035,0.0,-0.10000000000000007,0.05882352941176459,0.14285714285714274,,0.0,-0.07407407407407414
2019-03-13,0.0,-0.05882352941176475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,0.06666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,-0.11111111111111106,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612906,0.0,0.4444444444444445,0.16666666666666666,0.06250000000000007,,0.0,0.0
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22222222222222213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0454545454545455,0.0,-0.09090909090909087,0.11111111111111124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307697,0.04761904761904767,0.11764705882352935,,-0.2142857142857144,-0.040000000000000036
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,0.11111111111111124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031250000000000035,0.0,0.0,0.0,-0.14285714285714296,-0.0454545454545455,-0.05263157894736847,,0.0,0.04166666666666671
2019-03-18,0.0,0.12499999999999993,-0.11111111111111106,0.03703703703703707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07142857142857148,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545455,-0.031250000000000035,0.0,-0.0833333333333333,0.0,0.0,,0.09090909090909087,0.040000000000000036
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06250000000000007,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,-0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055555555555555455,,0.0,0.0
2019-03-20,0.0,0.0,0.031250000000000035,0.0,0.05263157894736847,0.0,0.0,-0.09090909090909087,-0.10000000000000007,0.0,0.0,0.0,0.0,0.0,-0.07692307692307697,0.0,-0.06666666666666654,-0.12499999999999993,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0952380952380952,-0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0833333333333333,-0.038461538461538484
2019-03-21,0.0,-0.16666666666666666,0.0,0.0,-0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714296,-0.040000000000000036,0.0,0.0,,0.0,0.0,0.0,-0.0952380952380952,-0.1052631578947368,-0.15789473684210525,-0.11111111111111106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,-0.3333333333333333,0.0,-0.1935483870967742,-0.13043478260869565,-0.16129032258064513,0.0,-0.18181818181818185,-0.14285714285714285,-0.11764705882352952,,0.4545454545454546,0.2
2019-03-22,0.0,0.10000000000000007,0.0,-0.07142857142857148,-0.05263157894736847,0.0,0.0,0.0,-0.11111111111111106,-0.7999999999999999,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.11764705882352952,-0.06250000000000007,-0.12499999999999993,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000000000001,0.0,-0.9,0.2500000000000001,0.0,0.0,-0.05000000000000005,-0.038461538461538484,0.0,-0.11111111111111106,0.05555555555555562,0.06666666666666674,,-0.06250000000000007,-0.03333333333333337
2019-03-25,0.0,-0.09090909090909098,0.0,-0.038461538461538484,-0.055555555555555455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09090909090909087,0.0,0.0,0.16666666666666682,0.0,-0.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2500000000000001,0.0,0.0,0.0,-0.07999999999999996,0.0,-0.07999999999999996,0.0,0.0,-0.05263157894736847,0.0,,-0.06666666666666654,0.10344827586206906
2019-03-26,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2142857142857144,-0.14285714285714296,0.0,-0.11111111111111106,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.35714285714285704,0.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13043478260869565,0.0,0.0,0.0,0.0,,0.1052631578947368,0.0
2019-03-28,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12499999999999993,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4000000000000001,0.0,-0.1739130434782609,0.0,-0.05000000000000005,0.0,0.0,0.0,-0.12499999999999993,,0.0,0.0
2019-03-29,0.0,-0.05714285714285704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2500000000000001,0.0,0.0,0.0,0.14285714285714274,0.0,,-0.5,0.0,0.0,0.0,-0.06666666666666654,0.0,-0.12499999999999993,0.0,0.0,0.0,0.16666666666666682,-0.5454545454545454,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.1052631578947368,-0.21052631578947373,-0.05263157894736847,0.0,0.0,-0.055555555555555455,0.0,,0.04761904761904767,0.0
2019-04-01,0.0,0.0,0.0,0.0,-0.11764705882352952,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4999999999999999,0.0,-0.2941176470588236,-0.2,-0.11111111111111106,0.0,0.0,-0.05882352941176475,0.0,0.0,0.5000000000000001,0.40625
2019-04-02,0.0,-0.2424242424242425,0.0,-0.15384615384615388,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.16666666666666682,0.08333333333333341,0.06250000000000007,0.0,0.0,0.06250000000000007,0.0,-0.03703703703703707,-0.09090909090909098,0.04444444444444436
2019-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.15789473684210525,0.0,0.0,0.0,-0.6,0.0,0.0,-0.14285714285714296,0.0,0.0,0.0,0.0,,0.0,0.0,0.07142857142857129,0.07692307692307697,0.0,0.0,0.0,0.11764705882352935,0.21428571428571425,0.15384615384615374,0.06666666666666674,-0.06382978723404249
2019-04-04,0.0,0.08000000000000007,0.0,0.0,0.0,,0.0,0.0,-0.12499999999999993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999993,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.07142857142857148,-0.05882352941176475,0.0,0.0,-0.05263157894736847,0.0,-0.06666666666666654,-0.09375000000000007,0.0
2019-04-05,0.0,-0.1111111111111112,0.0,0.0,-0.06666666666666654,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.09090909090909087,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.11764705882352952,0.0,0.0,0.0
2019-04-08,0.0,0.0,0.0,0.0,-0.07142857142857148,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111111111106,,,0.0,0.0,0.0,0.0,-0.07142857142857148,0.0,0.0,0.0,0.0,0.0,0.16666666666666682,0.0,0.0,0.0,0.0,,-0.3333333333333333,0.0,-0.2,-0.07692307692307697,-0.12499999999999993,0.0,,0.0,-0.06666666666666654,0.0,0.0,0.0
2019-04-09,0.0,0.0,0.0,0.0,0.07692307692307697,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714274,0.0,0.0,0.0,0.3333333333333334,,0.0,0.0,0.0,0.0,-0.07142857142857148,0.0,,-0.11111111111111106,0.0,0.0,-0.034482758620689495,0.0
2019-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111124,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.07692307692307697,0.0,0.0,-0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.07692307692307697,0.0,,0.0,0.07142857142857129,-0.03571428571428574,0.035714285714285546,-0.09090909090909087
2019-04-11,0.0,-0.0833333333333333,0.0,0.0,-0.07142857142857148,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.11111111111111106,0.0,0.0,0.0,-0.2083333333333333,0.0,,,0.0,-0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12499999999999993,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.07142857142857148,0.0,,-0.06250000000000007,-0.06666666666666654,0.0,0.0,0.0
2019-04-12,0.0,0.09090909090909087,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000007,0.0,0.0,0.0,,,0.0,0.0,0.0,-0.06250000000000007,0.0,0.0,0.14285714285714274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12499999999999993,,0.0,0.0,-0.0833333333333333,0.08333333333333341,0.07692307692307697,0.0,,0.13333333333333347,0.07142857142857129,0.0,0.03448275862068969,0.0
